Unnamed: 0,labels,headline,__index_level_0__
581,2,white house convenes panel of scientists to make case that trump capable of crushing train with bare hands,915
7008,1,office manager forced to resort to unfriendly reminders,4415
3201,2,'rolling stone' offering readers 3-month free trial period for buying company,9363
2856,2,homosexual tearfully admits to being governor of new jersey,9219
2280,2,roy moore on pedophilia accusers: 'these women are only discrediting me now because shifting sociocultural norms have created an environment in which assault allegations are taken seriously',1817
13564,0,9/11 memorial curators decide not to display swastika formed by twisted girders found at ground zero,13312
6192,0,community garden sprouts first condom wrapper of spring,3949
1538,0,"older brother playing with younger brother on swing set will one day con him out of $50,000",337
2707,1,businessman mortified to discover he's been wearing suit backwards all day,2072
9642,1,backup plan in case menu item out of stock most well-thought-out part of man's life,11812
3799,2,'i am under 18' button clicked for first time in history of internet,9584
11391,0,man in bar makes general inquiry about the ladies,6848
5385,0,advertising executive gets in touch with inner-child demographic,3513
4071,2,romney takes in more money than obama for 612th consecutive month,2815
10399,1,breaking: we're doing a bad job,6310
11522,2,world wonders what trump has on united states that's forcing nation to keep him in power,6929
10606,2,cnn accused of ignoring certain issues on anderson cooper 340°,6407
4602,2,mark zuckerberg recalls coming up with idea for facebook after seeing dopamine-addicted lab rat starve to death,9894
11992,2,subway drops jared fogle as spokesperson,7198
313,0,"son discovers dad's welcome back, kotter spec script while cleaning out attic",766
5886,1,man raised by wolves worried he's slowly turning into father,3782
10775,0,former addict celebrates 10th year of mind-numbing boredom,6499
992,1,man feels less guilty about gentrifying eastern european neighborhood,1144
7909,2,actor-comedian pauly shore bad at 32,11140
3555,0,dying mastermind pulls red lever,2510
11562,2,biden kicked out of laundromat after shag rug floods washing machine,12557
3105,1,struggling airline helped by friendly giant,2273
324,0,85 percent of u.s. cole slaw remains uneaten,8243
7193,1,entertainment writer has knack for making complex pop culture concepts accessible to lay readers,10889
13266,2,bush to iraqi militants: 'please stop bringing it on',7911
7800,1,that guy from that one show in rehab,4864
13278,1,two dozen restaurant patrons made violently ill from marriage proposal,13218
10027,0,"broncos, jaguars helmets sustain severe damage in monday night football helmet collision",6108
10395,0,1-800-eat-shit finally publishes decades of reckless-driving data,12104
9202,0,community mural depicts misshapen globs of all races,5646
7894,1,fourth-graders differ over how much allergic classmate's face swelled up,4924
7215,1,news van driver sick of helping anchors move,4532
11571,2,corner store customers saddened by sight of frantic trump doing scratch-off tickets right on counter,6961
1992,0,new plastic surgery technique makes 40-year-old women look like really-weird-looking 38-year-olds,1672
12874,0,senior citizen keeps mind active by contemplating death,7700
9286,1,gumption rewarded with even more work,5692
6404,1,mom figures it about time to sit down adolescent daughter and explain how weight watchers points work,4055
10058,0,purchase justified by theoretical $50 rebate,6128
2264,0,study finds majority of u.s. currency has touched financial executive's nude body,1808
3112,2,"eric trump hooks donald jr. up to xbox, ipad, roomba to practice passing polygraph test",2275
5857,0,"sleeping man flanked by laptop, phone, earbuds like egyptian pharaoh buried with all his treasures",3761
9553,2,priscilla chan leaves mark zuckerberg for onion social ceo,5844
3920,1,"exhausted doctor to wake up early, finish surgery in morning",9625
2209,2,boardroom begins to quake as black-eyed ceo announces vision for future of company,8986
8786,1,friend really laying into self for failing to reply to email sooner,5418
2667,1,conversation at other end of table sounds way more interesting,2045
894,0,seattle's space needle blasts off after collecting enough rain for home planet,8466
9729,1,man kinda excited for internal camera procedure,5945
8232,0,prescription put in 2009 new year's eve glasses,5113
1279,0,annual teeth cleaning reveals three previously unnoticed rows of teeth,1295
13343,0,baltimore pigeons shocked to find beloved shitting statues gone,7952
7464,1,news website likes to set aside a little ad space to promote own articles,4687
6198,1,daddy hitting mommy with a chair this time,3952
6237,1,"study links binge eating to stress, contentment, depression, joy, boredom, anger, relaxation",10540
6844,2,"romney makes desperate, last-ditch bid for presidency",4317
2648,0,4 out of 5 texas dentists advocate the death penalty,9144
11785,2,bush orders iraq to disarm before start of war,444
475,0,masters in writing fails to create master of writing,858
7049,0,unmanned military drone briefly grasps senselessness of war,4439
450,1,report: ocean levels could rise foot or more if lots of people go swimming,841
1309,0,thai dish apparently costs 3 peppers,8622
9528,2,"blissed-out, hemp-wearing sean spicer assures reince priebus this the best thing that ever happened to him",5828
2937,0,report: 96% of nation's smut consumed by filthiest 1%,9258
12626,1,man pulling on loose hangnail slowly unravels skin from entire body,12965
728,2,paul ryan discovers half-finished escape tunnel leading out of speaker's office,994
12549,1,long wait for big toenail to fall off nearly over,7520
217,0,entire napoleon dynamite plot pieced together through friends' quotes,8200
1784,0,mass grave blasted for lack of diversity,1554
2542,2,lee greenwood urges u.s. to take military action against iraq,1973
12054,1,area man would put that meeting in his top 5 all time,7234
12311,2,bloated obama delivers press conference from couch behind podium,12845
1353,0,renamed arena will always be verizon wireless amphitheater to locals,8641
2944,0,homicide detective wishes he could go one case without having to solve elaborate riddle,9261
3561,2,laura ingraham claims protesting parkland students don't have enough gun knowledge to criticize nicholas cruz,2513
4111,1,university admits it pretty weird they let bunch of 20-year-olds live in big mansion and torture each other,2835
7496,2,unemployed bob barker spends morning watching 'price is right',4700
3421,1,man always makes sure to put phone on silent before misplacing it,2445
3024,2,isis adds few violent white supremacists in bid to get u.s. to rescind terrorist designation,2233
4510,1,area woman's hair always wet,3050
2587,0,heaven slides to sixth place in annual quality of afterlife rankings,9124
7122,1,study: coffee drinkers at far higher risk of having mug crash to floor in slow motion after hearing their father is dead,400
8075,2,rush limbaugh tucks shirt back in following animated flat tax rant,11202
10453,1,art student's nudes obviously drawn from hustler,6338
10671,2,greenspan considering role in ocean's eleven remake,6442
783,2,biden requests to be named special envoy to reno,1023
4992,2,jack palance still dead at 87,3298
4489,1,area bird creeped out by bird watcher,9846
1474,0,catholic church rules perjury not a mortal sin,8695
13567,0,owner admits fantasy team in rebuilding year,13313
9420,2,jared kushner relieved he can finally stop anonymously buying all items ever sold from wife's clothing line,5778
13140,2,world doesn't even know who to admire anymore after tom hanks murders 5,13163
1850,0,policeman breaks up area party out of pity,8842
13596,0,teen responsible for all six items in clarksburg police blotter,8104
10712,1,senior citizen apparently here to fix apartment sink,6466
8803,2,chuck todd extensively preparing to accept whatever candidates say at face value without any follow-up questions,5426
11062,2,hillary's last name dropped from senate race,6649
6456,0,nabisco tentatively adds hummus to list of approved ritz toppings,4080
385,1,life unfair,803
1775,0,spacecraft travel from all over galaxy to honor end of opportunity rover's life,1550
759,0,burger king unveils new low-fat cashier,1009
7650,2,nation's women fantasize about some future election that isn't absolutely pivotal to their well-being,13595
3937,1,grandmother will live on in arguments over her wedding china,2737
8200,2,paula poundstone still famous,5095
85,1,there no way tv character could actually afford big 'new york city' coffee mug,648
12534,0,stray dad found in lumber section of the home depot,12927
4164,0,40-foot american flag pin welded to statue of liberty,2862
7986,1,heady youth expresses individuality with 'ear-ring',4975
10954,0,man on rolling swivel chair pushes away from desk like blue angel breaking formation,6596
13600,0,life-saving drug more accessible to lab rat than majority of americans,8107
11,0,new york introduces shoe-sharing program for city's pedestrians,550
12521,1,'candy land' screenwriter under impression fans counting on him to get this right,12922
13353,1,"unemployed man vows to wake up early, finish watching movie",7958
7866,1,local radio station has got some doobie brothers coming up for you,211
8599,0,jellyfish falls short of dream to kill diana nyad,11402
12320,2,saudis tout hundreds of yemeni lives saved by spending so much time focused on killing khashoggi,7383
1961,2,howie long expresses desire to direct radio shack spots,8883
4801,2,cool mccain supporter wears 'mccain 2000' shirt to campaign speech,9969
5441,0,rapist gets new start at technical college,3543
10287,0,researchers observe chimpanzees using pro tools,6252
1553,2,congress spotted leaving gay nightclub,1438
3563,2,trump warns removing confederate statues could be slippery slope to eliminating racism entirely,2515
4176,2,trump raises concern over members of urban communities voting more than zero times,2868
3400,2,senator struggling to weigh interests of entire constituency against nothing,2434
8114,1,parents clinging to lone religious element of daughter's wedding ceremony,5045
7667,2,staples adds 'staff picks' section,4792
9060,1,toilet that uses 50 percent less water must be flushed six times,11585
9004,2,björk spotted leaving nightclub with mysterious firefly trapped inside bubble,13601
8493,1,shrimp would be pissed if he could see the lame party he's going to be served at,5257
1314,0,man pissed after becoming trapped in macy's thanksgiving day parade while out walking giant pikachu balloon,1314
968,0,environmentalists warn swedish fish population being decimated by great pacific sour patch,8489
4904,1,maximum age for strollers raised to 8,10014
10373,1,heroic pickles holding lid shut from inside,13491
6249,1,bride and groom clearly have not kissed much,3979
12420,2,kim jong-un's absence leaves north korean government officials no one to agree with,12
8824,1,who's this little guy?,5437
411,2,national security experts: 'isis are fucking assholes',818
4011,2,"'we will not repeat the mistakes of the 2016 election,' vows nation still using internet",2784
9623,0,"bp opens multi-floor, 1,000-pump flagship gas station in times square",11803
5843,0,quiznos releases new 6-foot-long party man,453
9066,1,superstitious man puts bag of trash outside house every thursday,11588
13271,0,"coachella unveils premium vip areas where fans will be able to see, hear bands",13213
1964,1,second-grader expelled from sex farm,1656
5264,2,steve bannon slurps still-twitching tail into mouth before giving opinion on syria,3457
8950,0,stanford students admit it was pretty obvious billionaire's dog didn't get in by itself,5503
9912,2,bp pledges to continue being huge profitable corporation,11916
6686,0,miss nude america loses title after appearing clothed in woman's day,10713
10137,2,senate subcommittee on energy and water development more like a family,12000
23,2,state department warns americans traveling abroad to avoid lame amsterdam windmill tour,8129
4256,2,executive reschedules wife's birthday for october,2908
5162,0,new $50 million planetarium opens young minds to wonders of pink floyd,10094
625,0,hollywood maintenance crews sent out to patch up film industry's plotholes,940
9132,1,report: some people wake up when it's still dark outside,5608
12120,1,man who didn't get joke acts like he did,7276
6154,1,"man who just purchased 3,000 rounds of ammunition online perfectly sane, thinks man processing order",10503
10533,2,exhausted robert mueller turns off phone to give himself breather from russia probe news over holiday break,6372
8743,0,riaa bans telling friends about songs,11461
1488,1,literary theorists admit they still have no idea what animal farm about,8703
7386,2,u.s. assures hong kong that their protest just one of many issues white house staying silent on,4634
11526,0,wolf pack fails to raise orphaned infant,6933
9236,2,new apple ceo tim cook: 'i'm thinking printers',5667
12504,0,book about michael jackson available for purchase,12918
1482,1,report: friend doing sober january must have really fucked shit up over holidays,1400
1953,0,"entomologists retract new spider species discovery after determining it actually just clump of dust, hair",30
5694,2,clinton gets full day's relief with one spray of flonase,3677
7501,0,cost of paper,10989
10583,1,poll: 96% of bands looking for slightly better drummer,12188
13512,1,teen rebel refusing to purchase yearbook,8063
12937,0,star trek introduces alien character with totally different forehead wrinkles,7731
12650,2,elon musk gives saudi investors presentation on new autonomous beheading machine for adulterers,12975
1497,2,sharon's neurotransmitters reach cease-fire agreement,8709
9049,2,sources: petraeus knew about affair for more than a year,5563
2260,0,author of 'introduction to algebra' recalls textbook being rejected by 12 publishers before getting accepted,9006
915,1,self-conscious flasher fully clothed under trench coat,1108
5950,1,report: someone robbed that kfc again,10419
10985,0,tibetan teen getting into western philosophy,12346
4851,0,consumer reports rates self 'excellent',3229
10442,2,gop promises americans will be able to keep current medical conditions if obamacare repealed,6333
1255,2,frazzled robert mueller walking around with piece of russia investigation document stuck to his shoe,8604
7930,1,r.a. has bad feeling about kid in cloak,11147
5031,1,friend from college wasted no time becoming white-collar professional,3319
9871,0,god announces plans to slowly wean humans off religion,11899
5689,2,pekingese really letting self go since winning westminster,10309
717,2,new job posting on craigslist clearly for secretary of the interior,8404
11443,1,dad spends entire vacation 8 steps ahead of family,12522
12496,0,seaworld unveils new 20 whales stuffed in pool show,7484
3623,1,14-hour labor not exactly cakewalk for baby sticking halfway out mother's vagina either,2553
12681,1,45-minute phone call to credit card company goes great,7592
7983,0,emeril bams groupie,11165
3854,0,"hare krishnas: 'hare krishna, hare krishna, krishna krishna, hare hare'",2686
10124,1,older cousin thinks it about time to have uninformed sex talk with area 8-year-old,6170
5383,1,friend of friend better friend than friend,10189
1799,1,bitch be gettin' all that way,1563
10071,1,shameless coworker doing nothing to conceal clearly flaccid penis lying beneath khakis,6138
9780,1,researchers no closer to understanding what the fuck you're talking about,11860
4545,0,anthropologists discover ancient greek super pac that helped shape first democracy,3071
6410,0,media ignores cancer struggle of champion unicyclist,10606
12436,0,aging website wondering why no one ever visits it anymore,12895
7119,0,grown man purchases 37th sailor moon figurine,4474
1063,0,"new snack chip evades digestive system, burrows straight into heart",8532
6950,0,'what if we put m&m's on top? would they eat that?' doritos exec wonders out loud,10794
5330,0,felt board adds clarity to christ's teachings,10163
7786,2,mitch mcconnell celebrates brett kavanaugh as culmination of everything he's worked against,4856
8513,2,republicans' 'diversity through imported africans' plan criticized,5268
13614,1,extremely vibrant town able to sustain two buffalo wild wings,8113
8933,2,romney thanks state he was born and raised in for just barely giving him enough votes to beat total maniac,5496
12742,1,former marine to watch lots of tv,7628
5836,2,nation too sad to fuck even though it's what prince would have wanted,10375
2197,1,11% of lunch eaten off sweatshirt,8979
9271,0,report finds drug tunnels most intact transport infrastructure in u.s.,11668
7328,2,trump claims he can overrule constitution with executive order because of little-known 'no one will stop me' loophole,4601
9739,0,haunted hayride makes extra-spooky turn onto interstate,11844
9407,2,report: more americans putting off retirement until final few moments before death,5771
11596,0,14-year anniversary of 'crash bandicoot' passes by largely unnoticed,12573
2992,1,report: getting out of bed in morning sharply increases risk of things getting even worse,2213
7901,0,mugger can't believe crap victim has on mp3 player,4929
4727,0,university suspends all lightweights from campus following fraternity hazing death,9939
5458,2,"'expendables 3' cast requests to be paid in steroids, meat",10218
7159,0,movie studio blows whole budget on big-name gaffer,10876
310,1,gorgeous 25-year-old dead at 79,8237
2776,1,man knows in reality marrying minnie mouse wouldn't be as perfect as he imagines,2111
13445,1,trivial pursuit game reveals man lacks knowledge of basic social skills,8018
5312,2,freddie prinze jr. fan's favorite color also green,10155
11025,0,election night orgy shifts positions so everyone can see results come in,12367
13183,0,area man regrets investing in facebook,13186
9790,0,dunkin' donuts signs 10-year partnership to be exclusive food vendor of united states,5980
7063,1,man nothing but lumbering golem of rewards cards,4446
10904,0,horrifying police body camera footage clearly shows current state of america,12325
11271,0,closing of state aviary facilities puts hundreds of mentally ill birds on the streets,12458
6130,0,"historical archives: civil war pre-enactors have stage'd ""battle of bull run""",10491
8073,2,senator chuck grassley hurting gop's chances with women at bars,5026
13086,2,collection agency holding nation as collateral until trump pays off business debts,7816
12470,2,previous pulitzer winners: 'feels so hollow knowing there are far more deserving institutions',12904
7365,0,christie's auctioneer throws in sketch of a horse he did to see if anyone bites,10943
3040,0,"world cup stadium's walls reinforced with 10,000 homeless brazilians",9295
6017,1,"report: majority of pay phone conversations begin, end in tears",10446
7978,2,"duke, duchess of cambridge announce name of third child is louis arthur al-baghdadi",355
1542,1,grandmother down to 10-step radius around recliner in den,1429
12343,1,43-year-old figured he would've grown out of waving to self on security cameras by now,7399
3952,2,man confused by obscure down-ballot measure about deciding who his senator should be,9636
4494,1,study: 72 percent of high-fives unwarranted,9849
7988,1,male marsh wren chirping his balls off to attract mate,11167
5225,1,area man finally finds bodymate,10120
8070,0,voice recognition software yelled at,332
5957,1,study finds humans only animals capable of recognizing former selves in mirror,10424
10577,0,"gene wilder to make horrible, horrible movie",12186
6706,0,red hot chili peppers accidentally write song about new hampshire,4224
674,0,man in rental car spends 20 minutes trying to find steering wheel,964
4814,0,'what if no one travels anywhere ever again?' wonders panicked transportation secretary,120
7903,1,bird wouldn't have landed on ledge if it had known everyone would make it into whole big thing,4930
8772,0,teens spend wild spring break in d.c. begging lawmakers for their lives,5412
10722,2,nation's shark experts: 'you could've had this job',6472
7515,2,moderator explains that gop will have 2 minutes after every trump response to distance selves from candidate,4710
4961,1,man looking for job that plays to his natural talent for half-assing things,3281
3283,0,bel-air homeowners association issues fine to resident with unapproved wildfire in front yard,2370
3610,1,judge totally understands where defendant is coming from,2544
11965,2,nation admits there could be a little less porn,7180
814,2,hulking strongman now only voice of reason in republican party,8447
4209,2,trump campaign training poll watchers to spot any suspicious skin colors on election day,2885
2630,2,secret service not sure if that suit of armor was in oval office yesterday,9139
2925,0,philanderer taken back,2178
13338,1,individuals unaware they constitute area man's support network,13241
7860,0,idea to see mario van peebles movie occurs to no one,4898
8304,1,area woman marries into health insurance,5153
6421,0,george foreman grill retires to promote own grill,10610
10946,0,police officer demonstrates proper technique for subduing grand jury,6592
11690,1,night out consecrated with opening exchange of high-fives,7028
1568,0,company to experiment with valuing employees,8732
13380,1,chaps unnecessary,7975
4649,1,report: only 1 in 3 preschool graduates has necessary animal sound skills upon entering zoo,3123
7336,0,u.s. dollar drops against counterfeit u.s. dollar,10933
1755,1,man who can't get enough mucus enjoying winter season,1544
10477,1,temporary worker permanently scarred,6347
12630,2,apple announces plans to sell power mac g4 for $120,12967
8707,2,"cast, crew of troy begin disastrous 10-year journey back to hollywood",11446
4505,2,lindsey graham stays up all night running campaign ideas by toll-free telephone operator,9853
8423,1,report: if earth continues to warm at current rate moon will be mostly underwater by 2400,13460
12839,2,report: more companies offering paid maternity leave to mothers who complete 3 months of work ahead of time,13047
9479,1,'apex legends' players finally getting good enough to make game impossible for average people to enjoy,11748
643,0,"super priest can turn anything into body, blood of christ",945
4228,1,man adds a few personalized tracks to standard new-girlfriend mix cd,9741
7242,1,concerned text from mom ​gleefully ​mocked like ramblings of village idiot,4550
10535,2,man reserving judgment on best actress nominees until looking at all 5 pictures,12171
11841,0,purple '91 honda accord lovingly dedicated to la raza,12672
8496,2,woman quickly reading up on candidates' policy stances after voting,11364
12664,0,god furious at every human who isn't actively trying to get as fat as possible off bounty he provided,12979
1996,1,man straight-up demands to know how many siblings coworker has,1675
4332,0,epa unveils plan to improve conditions for nation's sludge,9791
1797,1,report: girlfriend probably reading some book called 'the midwife's promise',1561
4978,2,hooded members of congress drown another love child in potomac to prevent affair from getting out,13576
13437,1,new study finds blacks more likely,8011
12011,0,cryptozoologist falls for it again,7210
7232,1,"girlfriend, girlfriend's brother look way too much alike",4541
13246,1,entire meal consumed while testing if it needs more time in microwave,7894
10651,2,britney spears loses custody of child to in touch magazine,12217
898,2,cheney orders motorcade to gun it over half-open drawbridge,1095
12714,2,"leonardo dicaprio morphs back into hairy, overweight iowan after finally receiving oscar",12994
9130,0,limited-edition solange vinyl features list of chores to do while album plays in background,11616
4975,1,man who skipped airport's moving walkway immediately realizes what an arrogant fool he's been,3287
8282,2,tortured ugandan political prisoner wishes uganda had oil,11280
143,2,kurt warner cheered on by wire-haired man-goblin,677
3721,2,report: none of the 31 americans qualified to be president running this year,2605
1468,0,microsoft employees fondly remember days when ceos were so big they took up entire rooms,1392
9543,0,hellmann's introduces new meat-on-the-bottom mayo cups,5836
9606,2,class of '88 reunion attendees once again trick sue thorpe into thinking jeff urban likes her,11796
287,2,candidate with no chance of winning nomination settles on goal of crushing hickenlooper campaign,752
2070,0,company encourages women who have been sexually harassed to come forward with resignation letter,1711
5817,1,career-driven man beginning to worry entire identity no longer tied to job,3737
13621,1,man does what he convinced himself he loves for a living,13336
9214,2,chris penn's body double really letting self go,11646
4818,1,area dad needs more time with museum plaque,3215
10626,0,"'becoming a mother has been the most thrilling experience of my life,' reports woman fleeing hospital with stolen baby",12208
12446,0,"u.s. government opens special 5,000-acre area where americans can go blow off steam",13529
2200,1,drug addict looking for more enabling girlfriend,1777
6509,1,study: average man thinks of santa every 7 seconds,4113
2184,1,quiet loner really comes out of shell at gun store,1770
10448,1,frustrated man can't believe he can still hear construction worker hammering his wife at this hour,12126
13012,2,newt gingrich: 'it's an honor to address a crowd that shares my utterly bizarre and unhealthy obsession with hillary clinton',7768
4461,2,drew carey signs 75-year contract to host the price is right,3022
6714,0,mesquite bbq visine selling poorly outside texas,4228
11504,1,report: most for-profit colleges started in effort to pay off own student debt,12539
4445,1,"after careful thought, teen applies to college where family donated building",3012
11253,1,cheering crowd actually trying to get attention of guy behind iron maiden,12449
10901,2,swiss guard charge writhing mass of black tentacles devouring pope francis,12322
5183,2,houghton mifflin harcourt releases new leather-bound philip roth,13628
7357,2,report: there only 17 total square miles on earth where gays not discriminated against,4619
12113,2,dolby theatre usher throws out matt damon for attempting to film oscars with camcorder,12767
9197,2,clinton campaign treasurer crushed to death after stack of campaign funds topples over,5643
10823,1,high school production of our town features line memorization,6523
9788,2,halliburton gets contract to pry gold fillings from new orleans corpses' teeth,11863
9246,2,obama increases sense of urgency by riding last white rhino on earth through climate talk,527
12878,0,"buying everything hairstylist recommends would cost $8,000",7702
11418,2,brian boitano sobs quietly in dark,12512
6763,0,"experimental anti-aging treatment still has few kinks, report infant researchers",4264
6759,1,taxi driver just taking his time as if man not late for color me mine pottery party,4262
11547,0,civil war historians posit 'you had to be there' theory,6946
2443,1,experts recommend just putting up with everyone else,1919
193,0,experts caution new car loses 90% of value as soon as you drive it off cliff,701
11430,0,senior citizens discuss merits of county-clerk candidates,6870
8190,2,sherpa can already tell you're not going to make it,11245
8060,2,william barr assures senate he will let donald trump finish his job without any interference,5018
9076,2,income inequality emerges as key topic to avoid in 2014 elections,5579
13585,2,increasingly cocky bernie sanders announces he won't take donations over 27 cents,8099
7409,1,"study: snapping three times leading way to recall movies, actors",10959
7806,2,disgruntled bandmates worried rivers cuomo's wife becoming the fifth weezer,4868
1286,2,tim ryan attempting to stand out from other candidates on debate stage by wearing blue power ranger costume,1298
10200,2,"jimmy stewart: 'please god, i want to live again'",6210
1392,1,loose-cannon cop who doesn't play by the rules uses unconventional filing system for paperwork while on desk duty,1352
4291,2,jeb bush bungles several questions on first day back at home,2926
10926,0,starbucks unveils $7 wake-up slap,6577
6386,1,elderly man skipping work uses 'dead grandson' excuse again,10596
1266,1,"local play well-attended by friends, family",1287
1354,0,black and decker introduces new 72-inch tree whacker,8642
5631,2,report: u.s. exported 6 billion tons of crude web content last year,10285
7997,0,mit physicists split the smithereen,11170
13304,0,lowe's unveils new table saw with attached ice chest for storing cut-off fingers,7928
11070,1,crowd can't believe balls on frontman who waited till third song to ask them how they're doing,12387
5731,2,world leaders hope singapore summit will lead to north korea becoming normal impoverished country they don't have to think about,3697
2618,1,novelty alarm clock not so funny at 7 a.m.,2013
10047,2,"grandma still swallowing okay, grandpa reports",11974
6942,1,oakland teacher mistakenly teaches 'economics',4373
8235,2,loud squawking crow forces faa to ground all flights indefinitely,11263
9311,2,clinton campaign airlifts 200 crates of volunteers to wisconsin headquarters,5709
12169,2,bleeding john bolton stumbles into capitol building claiming that iran shot him,7300
2855,1,inconsiderate jackass takes up entire parking space,2147
4669,0,al-qaeda marching band to join macy's parade after incredible audition,9920
9445,0,smoking ban collapses fragile prison economy,11728
6986,2,suri cruise somehow already 11,10807
13506,1,fisher-price designer would like to see 2-year-old try and choke on newest version,8060
2818,1,lone house with no halloween decorations by far spookiest in neighborhood,9199
2948,0,narrow gaps in bathroom stall doors to be widened monday,9263
1719,0,"3 dozen chemical, emotional responses activated by phrase 'pigs in a blanket'",8791
2917,1,mother considers son 'quite the little casanova',9244
9942,0,"neglect of wife, children results in promotion",6058
4807,1,rodeo clown bleeding on the inside,9974
397,1,backup spatula always ready to go in case the unthinkable happens,810
10232,1,"old bastard, dirty bastard, dirty old bastard, ol' dirty bastard",12038
13491,0,"man and woman get drunk, blow $30,000 in one night",8049
2708,1,"whoa, classmate got totally hideous over summer vacation",2073
8045,2,supreme court understudy fills in for scalia,11188
11588,0,google employees disappointed 15th anniversary party only has one solar-powered lego drag race reffed by david pogue,12569
10663,2,paul mccartney saddened after learning about death of longtime collaborator john lennon,12224
519,2,boss has been riding steven van zandt's ass all day,885
1635,2,romney tells heartbreaking lie about single mother of 4 he never met,1477
2228,0,medical breakthrough provides elderly woman with 2 extra years of inconveniencing family,1790
11279,1,coddled potted plant could never make it on outside,6779
2611,2,report: stating current year still leading argument for social reform,2008
12237,0,new epa study finds 98% of u.s. mop water fucking nasty as hell,7337
152,0,new downloadable content for 'assassin's creed syndicate' factored into monthly living expenses,682
6098,2,only adult left in trump administration named 'mad dog',3895
10574,2,"'follow your instructions, this is all part of the plan,' hisses richard nixon tattoo protruding from roger stone's back",6393
13112,2,trump resigns from presidents local 150 in protest of unions,7828
11072,0,racist merely misspoke,12388
7561,1,steel drum knows it has so much more to offer than tropical vibes,57
13016,0,sculpture of stereotypical italian chef proof of pizzeria's high standard of excellence,7769
9211,2,trump outlines bold vision for nation's next mass protests,5653
3322,1,study: not being an asshole boss may boost employee morale,2399
11983,1,nostalgic man can still remember time when billboard advertised 'red 2',7191
13090,2,local band expects things to take off following glowing write-up in soundandfury.wordpress.com,13139
6533,2,putin learns putin behind plot to assassinate putin,4126
13223,1,man completely blindsided by seemingly normal stranger telling him to 'have a blessed day',7883
7790,0,nra starts up their shit about what would be even greater injustice,11102
1615,2,"chelsea clinton: 'my mother will shape this country into a strong, independent young woman'",1468
1521,2,"mike pence disappointed in the 200,000 husbands and fathers who permitted women to attend march",1416
4962,1,german fairy tale ends predictably,470
3264,2,cbs reveals 'big bang theory' season 12 will explore why sheldon keeps job after sexually harassing 6 research assistants,2358
3907,1,man given 3 months to live throws in one or two non-sexual things to do,2722
9636,0,lowly mortal opens portal to hell,5888
12678,2,pope accepts senior analyst position at catholic think tank,12983
9173,0,businessman goes home for the holidays to network with family,11630
8993,2,man who cut off seymour hersh in traffic subject of 20-page 'new yorker' exposé,11565
12841,2,nation's idiots announce plans to jump off their roofs into a pile of snow and break their fucking legs,13048
7206,2,fox voluntarily removes reality from programming,4525
7343,0,washed-up former spelling bee champion sitting in front of tv sadly mouthing along with scripps contestants,4610
5904,1,lice having blast trying out different wigs at costume shop,10398
10599,2,report: north dakota leads nation in parking availability,12196
6232,0,area priest to get out of priesthood as soon as parents die,10538
6048,1,breaking: mom dropped like 80 bucks on some necklace with an owl on it at the art fair,3869
12915,0,ice agents hurl pregnant immigrant over mexican border to prevent birth on u.s. soil,13077
9469,1,parent now just typing 4-year-old child's every word verbatim throughout day as facebook post,11744
9027,2,nikki haley resigns to accept consulting role with afghan warlord,5554
1795,0,adjunct professor hoping some student leaves behind warm pair of gloves today,8822
3881,0,sports psychologists suggest tiger's slump may be because of all that shit he went through,9609
6765,2,pepperidge factory farm under fire for inhumane treatment of milanos,10735
7447,1,nobody knows what third light switch does,4674
833,2,nation breathes sigh of continuing unease,1055
3120,2,"media outlets pledge evenhanded criticism of trump, clinton over next 4 years",2281
5270,0,margaret thatcher's ashes scattered over free market,10138
1804,1,report: good thing world has unlimited quantity of oil,8824
2450,1,new study finds people who sit for at least 5 hours each day are comfier,1924
7871,2,panicking trump trying to recall recent affairs he's had after spotting baby balloon in london protest crowd,4907
5546,0,bartender developing a remarkable tolerance for alcoholics,10251
10896,0,idiotic tree keeps trying to plant seeds on sidewalk,12319
866,0,extravagant new window blinds inspired by the latest styles from venice,1075
927,2,clinton's lower lip 'very concerned' about albanian crisis,1115
6166,0,corporate merger renders thousands of coffee mugs obsolete,3936
5426,0,mrs. butterworth's bottle central to terrifying lsd experience,3533
2921,0,ford assembly line foreman thinking about asking out cute welding robot from work,9248
4966,1,bitcoin plunge reveals possible vulnerabilities in crazy imaginary internet money,460
4477,1,woman beginning to suspect husband having second affair,3032
6673,1,woman who drinks 6 cups of coffee per day trying to cut down on blue light at bedtime,4207
10487,2,bounced joe biden check still taped up in delaware liquor store,12149
9799,1,rich thrill-seeker takes the bus,5985
1584,0,tourist experiences city by buying used cds,1452
2859,1,man miscast in role of father,2149
8634,0,dasani under fire after tanker explosion leads to massive water spill off coast of mexico,319
10638,1,it's shark week!,6425
5274,2,"officials urge americans to sort plastics, glass into separate oceans",13578
2447,2,historical archives: hy-genic apportionment of remaining paper,1922
3485,1,reminders of party's costume theme becoming increasingly more threatening,9470
10416,1,child assured most monsters do not exist,12113
7180,2,cleveland ukrainian museum pulling out all stops to prepare for onrush of rnc visitors,10883
7545,0,garden state  some poor fuck's favorite movie,11011
10257,0,kennel certificate proves who puppy daddy is,6237
12369,2,report: entire $12 billion farm aid package already blown on really big silo,12864
2812,1,man knows exactly which asshole got him sick,2129
9670,1,tennis ball brought on trip,5908
